Location Code,Location Name,postcode,Address,Mapped: outcode,Mapped: longitude,Mapped: latitude,Mapped: parliamentary_constituency,Mapped: parliamentary_constituency_2025,Mapped: codes.parliamentary_constituency,Mapped: codes.parliamentary_constituency_2025,Mapped: admin_district,Mapped: codes.admin_district,Mapped: admin_ward,Mapped: codes.admin_ward,Mapped: parish,Mapped: codes.parish,Mapped: admin_county,Mapped: codes.admin_county,Mapped: nhs_ha,Mapped: primary_care_trust,Mapped: region,Mapped: country,Mapped: lsoa,Mapped: codes.lsoa,Mapped: msoa,Mapped: codes.msoa,Mapped: ccg,Mapped: codes.ccg
H231H,Lochaber Hospital, PH33 7GA,"Lochaber Hospital, Blar Mhor, Fort William, PH33 7GA",PH33,-5.082326,56.840386,"Ross, Skye and Lochaber","Inverness, Skye and West Ross-shire",S14000055,S14000094,Highland,S12000017,Caol and Mallaig,S13003000,,S99999999,,S99999999,Highland,Highland Health and Social Care Partnership,,Scotland,Fort William North - 01,S01010510,Fort William North,S02001979,Highland Health and Social Care Partnership,S03000044
L103H,Coathill Hospital, ML5 4DN,"Hospital Street, Coatbridge, ML5 4DN",ML5,-4.025933,55.848628,"Coatbridge, Chryston and Bellshill",Coatbridge and Bellshill,S14000011,S14000070,North Lanarkshire,S12000050,Coatbridge South,S13003052,,S99999999,,S99999999,Lanarkshire,North Lanarkshire Community Health Partnership,,Scotland,Dundyvan - 02,S01011570,Dundyvan,S02002171,North Lanarkshire Community Health Partnership,S03000029
L104H,Victoria Memorial Cottage Hospital, G65 9AG,"19 Glasgow Road, Kilsyth, G65 9AG",G65,-4.069878,55.976796,"Cumbernauld, Kilsyth and Kirkintilloch East",Cumbernauld and Kirkintilloch,S14000012,S14000072,North Lanarkshire,S12000050,Kilsyth,S13003042,,S99999999,,S99999999,Lanarkshire,North Lanarkshire Community Health Partnership,,Scotland,Kilsyth Bogside - 04,S01011797,Kilsyth Bogside,S02002211,North Lanarkshire Community Health Partnership,S03000029
L105H,Wester Moffat Hospital, ML6 8LW,"Towers Road, Airdrie, ML6 8LW",ML6,-3.943505,55.869135,Airdrie and Shotts,Airdrie and Shotts,S14000003,S14000063,North Lanarkshire,S12000050,Airdrie South,S13003053,,S99999999,,S99999999,Lanarkshire,North Lanarkshire Community Health Partnership,,Scotland,Craigneuk Airdrie - 04,S01011628,Craigneuk Airdrie,S02002182,North Lanarkshire Community Health Partnership,S03000029
L106H,University Hospital Monklands , ML6 0JS,"Monkscourt Avenue, Airdrie, ML6 0JS",ML6,-3.999598,55.865882,Airdrie and Shotts,Airdrie and Shotts,S14000003,S14000063,North Lanarkshire,S12000050,Airdrie Central,S13003050,,S99999999,,S99999999,Lanarkshire,North Lanarkshire Community Health Partnership,,Scotland,Coatdyke and Whinhall - 05,S01011652,Coatdyke and Whinhall,S02002186,North Lanarkshire Community Health Partnership,S03000029
L203H,Cleland Hospital, ML1 5NR,"Cleland, Motherwell, Lanarkshire, ML1 5NR",ML1,-3.906804,55.803145,Motherwell and Wishaw,Airdrie and Shotts,S14000047,S14000063,North Lanarkshire,S12000050,Murdostoun,S13003061,,S99999999,,S99999999,Lanarkshire,North Lanarkshire Community Health Partnership,,Scotland,Cleland - 05,S01011451,Cleland,S02002150,North Lanarkshire Community Health Partnership,S03000029
L204H,Hartwoodhill Hospital, ML7 4LA,"Hartwood, Shotts, ML7 4LA",,,,,,,,,,,,,,,,,,,,,,,,,
L206H,Kello Hospital, ML12 6AF,"Johns Loan, Biggar, ML12 6AF",ML12,-3.520438,55.622533,"Dumfriesshire, Clydesdale and Tweeddale","Dumfriesshire, Clydesdale and Tweeddale",S14000014,S14000074,South Lanarkshire,S12000029,Clydesdale East,S13003097,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,"Biggar, Symington, Thankerton and Dolphinton - 03",S01012576,"Biggar, Symington, Thankerton and Dolphinton",S02002355,South Lanarkshire Community Health Partnership,S03000030
L207H,Lady Home Cottage Hospital, ML11 0RH,"Douglas, Lanark, ML11 0RH",ML11,-3.829183,55.562372,"Dumfriesshire, Clydesdale and Tweeddale","Dumfriesshire, Clydesdale and Tweeddale",S14000014,S14000074,South Lanarkshire,S12000029,Clydesdale South,S13003098,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,"Douglas, Coalburn and Rigside - 02",S01012638,"Douglas, Coalburn and Rigside",S02002368,South Lanarkshire Community Health Partnership,S03000030
L209H,Lockhart Hospital, ML11 7RX,"Whitelees Road, Lanark, ML11 7RX",ML11,-3.753617,55.672369,Lanark and Hamilton East,Hamilton and Clyde Valley,S14000042,S14000092,South Lanarkshire,S12000029,Clydesdale North,S13003096,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,Lanark South - 02,S01012628,Lanark South,S02002366,South Lanarkshire Community Health Partnership,S03000030
L211H,Roadmeetings Hospital, ML8 4PS,"Roadmeetings, Carluke, ML8 4PS",,,,,,,,,,,,,,,,,,,,,,,,,
L213H,Strathclyde Hospital, ML1 3BW,"Crawford Street, Motherwell, ML1 3BW",,,,,,,,,,,,,,,,,,,,,,,,,
L216H,Kirklands Hospital, G71 8BB,"Fallside Road, Bothwell, G71 8BB",G71,-4.064851,55.811866,Lanark and Hamilton East,Rutherglen,S14000042,S14000104,South Lanarkshire,S12000029,Bothwell and Uddingston,S13003110,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,Bothwell North - 04,S01012806,Bothwell North,S02002400,South Lanarkshire Community Health Partnership,S03000030
L218H,Airbles Road Centre, ML1 2TJ,"Airbles Road, Motherwell, ML1 2TJ",ML1,-3.983335,55.782576,Motherwell and Wishaw,"Motherwell, Wishaw and Carluke",S14000047,S14000099,North Lanarkshire,S12000050,Motherwell South East and Ravenscraig,S13003060,,S99999999,,S99999999,Lanarkshire,North Lanarkshire Community Health Partnership,,Scotland,Muirhouse and Knowetop - 08,S01011380,Muirhouse and Knowetop,S02002138,North Lanarkshire Community Health Partnership,S03000029
L302H,University Hospital Hairmyres, G75 8RG,"Eaglesham Road, East Kilbride, G75 8RG",G75,-4.221977,55.759825,"East Kilbride, Strathaven and Lesmahagow",East Kilbride and Strathaven,S14000019,S14000077,South Lanarkshire,S12000029,East Kilbride West,S13003103,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,Hairmyres and Westwood West - 03,S01012955,Hairmyres and Westwood West,S02002427,South Lanarkshire Community Health Partnership,S03000030
L304H,Stonehouse Hospital, ML9 3NT,"Strathaven Road, Stonehouse, ML9 3NT",ML9,-3.991666,55.692281,"East Kilbride, Strathaven and Lesmahagow",East Kilbride and Strathaven,S14000019,S14000077,South Lanarkshire,S12000029,Avondale and Stonehouse,S13003099,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,Stonehouse - 03,S01012678,Stonehouse,S02002376,South Lanarkshire Community Health Partnership,S03000030
L305H,Udston Hospital, ML3 9LA,"Farm Road, Hamilton, ML3 9LA",ML3,-4.077121,55.779229,Rutherglen and Hamilton West,Hamilton and Clyde Valley,S14000056,S14000092,South Lanarkshire,S12000029,Hamilton West and Earnock,S13003112,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,Burnbank North - 01,S01012774,Burnbank North,S02002395,South Lanarkshire Community Health Partnership,S03000030
L306H,Coathill House, ML5 5EA,"3 Old Monkland Road, Coatbridge, ML5 5EA",ML5,-4.032272,55.848483,"Coatbridge, Chryston and Bellshill",Coatbridge and Bellshill,S14000011,S14000070,North Lanarkshire,S12000050,Coatbridge South,S13003052,,S99999999,,S99999999,Lanarkshire,North Lanarkshire Community Health Partnership,,Scotland,Dundyvan - 01,S01011569,Dundyvan,S02002171,North Lanarkshire Community Health Partnership,S03000029
L307H,Beckford Lodge, ML3 0AZ,"Caird Street, Hamilton, ML3 0AZ",ML3,-4.050077,55.782901,Lanark and Hamilton East,Hamilton and Clyde Valley,S14000042,S14000092,South Lanarkshire,S12000029,Hamilton North and East,S13003111,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,Whitehill - 02,S01012794,Whitehill,S02002398,South Lanarkshire Community Health Partnership,S03000030
L308H,University Hospital Wishaw , ML2 0DP,"50 Netherton Street, Wishaw, ML2 0DP",ML2,-3.941749,55.773696,Motherwell and Wishaw,"Motherwell, Wishaw and Carluke",S14000047,S14000099,North Lanarkshire,S12000050,Motherwell South East and Ravenscraig,S13003060,,S99999999,,S99999999,Lanarkshire,North Lanarkshire Community Health Partnership,,Scotland,Craigneuk Wishaw - 06,S01011387,Craigneuk Wishaw,S02002139,North Lanarkshire Community Health Partnership,S03000029
L395E,Red Deer Centre/Day Hospital, G75 8NH,"Alberta Avenue, Westwood, East Kilbride, G75 8NH",G75,-4.197041,55.757991,"East Kilbride, Strathaven and Lesmahagow",East Kilbride and Strathaven,S14000019,S14000077,South Lanarkshire,S12000029,East Kilbride Central South,S13003101,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,Westwood East - 02,S01012987,Westwood East,S02002433,South Lanarkshire Community Health Partnership,S03000030
S102H,Belhaven Hospital, EH42 1TR,"Hospital Road, Dunbar, EH42 1TR",EH42,-2.537682,55.995861,East Lothian,Lothian East,S14000020,S14000096,East Lothian,S12000010,Dunbar and East Linton,S13002913,,S99999999,,S99999999,Lothian,East Lothian Community Health Partnership,,Scotland,IZ21 - 03,S01008286,IZ21,S02001554,East Lothian Community Health Partnership,S03000031
S107H,Edenhall Hospital, EH21 7TZ,"Edenhall Road, Musselburgh, EH21 7TZ",,,,,,,,,,,,,,,,,,,,,,,,,
S108H,Edington Cottage Hospital, EH39 4PU,"54 St Baldred's Road, North Berwick, EH39 4PU",EH39,-2.716758,56.055446,East Lothian,Lothian East,S14000020,S14000096,East Lothian,S12000010,North Berwick Coastal,S13002911,,S99999999,,S99999999,Lothian,East Lothian Community Health Partnership,,Scotland,IZ19 - 02,S01008273,IZ19,S02001552,East Lothian Community Health Partnership,S03000031
S109H,Herdmanflat Hospital, EH41 3BU,"Aberlady Road, Haddington, EH41 3BU",EH41,-2.788069,55.960246,East Lothian,Lothian East,S14000020,S14000096,East Lothian,S12000010,Haddington and Lammermuir,S13002912,,S99999999,,S99999999,Lothian,East Lothian Community Health Partnership,,Scotland,IZ15 - 03,S01008253,IZ15,S02001548,East Lothian Community Health Partnership,S03000031
S116H,Western General Hospital, EH4 2XU,"Crewe Road South, Edinburgh, EH4 2XU",EH4,-3.234907,55.961807,Edinburgh North and Leith,Edinburgh West,S14000023,S14000082,City of Edinburgh,S12000036,Inverleith,S13002923,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,"Craigleith, Orchard Brae and Crewe Toll - 05",S01008890,"Craigleith, Orchard Brae and Crewe Toll",S02001663,Edinburgh Community Health Partnership,S03000042
S201H,Astley Ainslie Hospital, EH9 2HL,"Grange Loan, Edinburgh, EH9 2HL",EH9,-3.196904,55.928375,Edinburgh South,Edinburgh South,S14000024,S14000080,City of Edinburgh,S12000036,Southside/Newington,S13002933,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Morningside - 01,S01008624,Morningside,S02001615,Edinburgh Community Health Partnership,S03000042
S203H,Chalmers Hospital, EH3 9HQ,"55 Lauriston Place, Edinburgh, EH3 9HQ",,,,,,,,,,,,,,,,,,,,,,,,,
S206H,Edinburgh Dental Institute, EH3 9HA,"4th Floor, Lauriston Building, Lauriston Place, Edinburgh, EH3 9HA",EH3,-3.198349,55.944081,Edinburgh East,Edinburgh East and Musselburgh,S14000022,S14000078,City of Edinburgh,S12000036,City Centre,S13002929,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Meadows and Southside - 02,S01008667,Meadows and Southside,S02001621,Edinburgh Community Health Partnership,S03000042
S209H,Liberton Hospital, EH16 6UB,"Lasswade Road, Edinburgh, EH16 6UB",EH16,-3.154072,55.908948,Edinburgh South,Edinburgh South,S14000024,S14000080,City of Edinburgh,S12000036,Liberton/Gilmerton,S13002934,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Liberton East - 03,S01008575,Liberton East,S02001606,Edinburgh Community Health Partnership,S03000042
S217H,Royal Edinburgh Hospital, EH10 5HF,"23 Tipperlinn Road, Edinburgh, EH10 5HF",EH10,-3.215865,55.927196,Edinburgh South,Edinburgh South,S14000024,S14000080,City of Edinburgh,S12000036,Morningside,S13002928,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Merchiston and Greenhill - 01,S01008632,Merchiston and Greenhill,S02001616,Edinburgh Community Health Partnership,S03000042
S232H,Cambridge Street Day Centre, EH1 2DY,"5/7 Cambridge Street, Edinburgh, EH1 2DY",EH1,-3.205225,55.947931,Edinburgh East,Edinburgh East and Musselburgh,S14000022,S14000078,City of Edinburgh,S12000036,City Centre,S13002929,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Tollcross - 02,S01008660,Tollcross,S02001620,Edinburgh Community Health Partnership,S03000042
S234H,William Fraser Centre, EH10 5HF,"Tipperlinn Road, Edinburgh, EH10 5HF",EH10,-3.215865,55.927196,Edinburgh South,Edinburgh South,S14000024,S14000080,City of Edinburgh,S12000036,Morningside,S13002928,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Merchiston and Greenhill - 01,S01008632,Merchiston and Greenhill,S02001616,Edinburgh Community Health Partnership,S03000042
S235H,The Islay Centre, EH10 5HF,"Tipperlinn Road, Edinburgh, EH10 5HF",EH10,-3.215865,55.927196,Edinburgh South,Edinburgh South,S14000024,S14000080,City of Edinburgh,S12000036,Morningside,S13002928,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Merchiston and Greenhill - 01,S01008632,Merchiston and Greenhill,S02001616,Edinburgh Community Health Partnership,S03000042
S240H,Glencorse Day Centre, EH26 0QZ,"Milton Mill, Milton Bridge, Penicuik, EH26 0QZ",EH26,-3.190957,55.847697,Midlothian,Midlothian,S14000045,S14000045,Midlothian,S12000019,Midlothian West,S13003021,,S99999999,,S99999999,Lothian,Midlothian Community Health Partnership,,Scotland,Pentland - 03,S01010956,Pentland,S02002056,Midlothian Community Health Partnership,S03000032
S241H,Bonnyrigg Day Centre, EH22 4RT,"Old Library, Bonnyrigg, EH22 4RT",EH22,-3.062665,55.872652,Midlothian,Midlothian,S14000045,S14000045,Midlothian,S12000019,Midlothian South,S13003023,,S99999999,,S99999999,Lothian,Midlothian Community Health Partnership,,Scotland,Newtongrange - 02,S01011032,Newtongrange,S02002070,Midlothian Community Health Partnership,S03000032
S243H,Ballenden House, EH8 9HL,"28/32 Howden Street, Edinburgh, EH8 9HL",EH8,-3.182134,55.944206,Edinburgh East,Edinburgh East and Musselburgh,S14000022,S14000078,City of Edinburgh,S12000036,Southside/Newington,S13002933,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,"Canongate, Southside and Dumbiedykes - 02",S01008681,"Canongate, Southside and Dumbiedykes",S02001623,Edinburgh Community Health Partnership,S03000042
S305H,St Michael's Hospital, EH49 6QS,"Edinburgh Road, Linlithgow, EH49 6QS",EH49,-3.587282,55.974971,Linlithgow and East Falkirk,Bathgate and Linlithgow,S14000043,S14000068,West Lothian,S12000040,Linlithgow,S13002820,,S99999999,,S99999999,Lothian,West Lothian Community Health and Care Partnership,,Scotland,Linlithgow South - 08,S01013441,Linlithgow South,S02002507,West Lothian Community Health & Care Partnership,S03000035
S306H,Tippethill Hospital, EH48 3BQ,"Bathgate, West Lothian, EH48 3BQ",EH48,-3.687637,55.876748,Linlithgow and East Falkirk,Bathgate and Linlithgow,S14000043,S14000068,West Lothian,S12000040,Whitburn and Blackburn,S13002826,,S99999999,,S99999999,Lothian,West Lothian Community Health and Care Partnership,,Scotland,"Whitburn, Croftmalloch and Greenrigg - 03",S01013380,"Whitburn, Croftmalloch and Greenrigg",S02002499,West Lothian Community Health & Care Partnership,S03000035
S307H,Whitburn Day Hospital, EH47 0SD,"1 Weavers Lane, Whitburn, EH47 0SD",EH47,-3.689021,55.867033,Linlithgow and East Falkirk,Bathgate and Linlithgow,S14000043,S14000068,West Lothian,S12000040,Whitburn and Blackburn,S13002826,,S99999999,,S99999999,Lothian,West Lothian Community Health and Care Partnership,,Scotland,Whitburn Central - 05,S01013376,Whitburn Central,S02002498,West Lothian Community Health & Care Partnership,S03000035
S308H,St John's Hospital, EH54 6PP,"Howden West, Livingston, West Lothian, EH54 6PP",EH54,-3.523089,55.891888,Livingston,Livingston,S14000044,S14000095,West Lothian,S12000040,Livingston South,S13002823,,S99999999,,S99999999,Lothian,West Lothian Community Health and Care Partnership,,Scotland,Howden - 01,S01013309,Howden,S02002488,West Lothian Community Health & Care Partnership,S03000035
S309H,Inchkeith House, EH6 8NP,"137 Leith Walk, Edinburgh, EH6 8NP",EH6,-3.173163,55.968458,Edinburgh North and Leith,Edinburgh North and Leith,S14000023,S14000079,City of Edinburgh,S12000036,Leith Walk,S13002930,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,South Leith - 05,S01008796,South Leith,S02001644,Edinburgh Community Health Partnership,S03000042
S310H,Ferryfield House, EH5 2HF,"100 Pilton Drive, Edinburgh, EH5 2HF",EH5,-3.230425,55.972006,Edinburgh North and Leith,Edinburgh North and Leith,S14000023,S14000079,City of Edinburgh,S12000036,Forth,S13002922,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Boswall and Pilton - 03,S01008911,Boswall and Pilton,S02001667,Edinburgh Community Health Partnership,S03000042
S311H,Bathgate House Day Hospital, EH48 4PJ,"15 North Bridge Street, Bathgate, EH48 4PJ",EH48,-3.642975,55.902118,Linlithgow and East Falkirk,Bathgate and Linlithgow,S14000043,S14000068,West Lothian,S12000040,Bathgate,S13002827,,S99999999,,S99999999,Lothian,West Lothian Community Health and Care Partnership,,Scotland,Bathgate East - 04,S01013414,Bathgate East,S02002504,West Lothian Community Health & Care Partnership,S03000035
S312H,Learning Disabilities Service Healthcare Houses,EH10 5EZ,"Lothian, EH10 5EZ",EH10,-3.21318,55.928858,Edinburgh South,Edinburgh South,S14000024,S14000080,City of Edinburgh,S12000036,Morningside,S13002928,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Merchiston and Greenhill - 01,S01008632,Merchiston and Greenhill,S02001616,Edinburgh Community Health Partnership,S03000042
S313H,Ellen's Glen House, EH16 6FF,"72 Carnbee Avenue, Edinburgh, EH16 6FF",EH16,-3.149675,55.909564,Edinburgh South,Edinburgh South,S14000024,S14000080,City of Edinburgh,S12000036,Liberton/Gilmerton,S13002934,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Liberton East - 02,S01008574,Liberton East,S02001606,Edinburgh Community Health Partnership,S03000042
S314H,Royal Infirmary of Edinburgh at Little France, EH16 4SA,"51 Little France Crescent, Old Dalkeith Road, Edinburgh, EH16 4SA",EH16,-3.135938,55.921759,Edinburgh East,Edinburgh South,S14000022,S14000080,City of Edinburgh,S12000036,Liberton/Gilmerton,S13002934,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Craigmillar - 04,S01008704,Craigmillar,S02001627,Edinburgh Community Health Partnership,S03000042
S315H,Findlay House, EH6 7LG,"Seafield Street, Edinburgh, EH6 7LG",EH6,-3.145836,55.968027,Edinburgh East,Edinburgh East and Musselburgh,S14000022,S14000078,City of Edinburgh,S12000036,Craigentinny/Duddingston,S13002932,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Western Harbour and Leith Docks - 01,S01008768,Western Harbour and Leith Docks,S02001640,Edinburgh Community Health Partnership,S03000042
S316H,Princess Alexandra Eye Pavilion, EH3 9HA,"45 Chalmers Street, Edinburgh, EH3 9HA",EH3,-3.198349,55.944081,Edinburgh East,Edinburgh East and Musselburgh,S14000022,S14000078,City of Edinburgh,S12000036,City Centre,S13002929,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Meadows and Southside - 02,S01008667,Meadows and Southside,S02001621,Edinburgh Community Health Partnership,S03000042
S317H,Whitburn House, EH47 0DD,"12/14 The Avenue, Whitburn, Bathgate, West Lothian, EH47 0DD",EH47,-3.686949,55.863098,Linlithgow and East Falkirk,Bathgate and Linlithgow,S14000043,S14000068,West Lothian,S12000040,Whitburn and Blackburn,S13002826,,S99999999,,S99999999,Lothian,West Lothian Community Health and Care Partnership,,Scotland,Whitburn Central - 03,S01013374,Whitburn Central,S02002498,West Lothian Community Health & Care Partnership,S03000035
S318H,Midlothian Community Hospital, EH22 3ND,"70 Eskbank Road, Dalkeith, Midlothian, EH22 3ND",EH22,-3.090146,55.880233,Midlothian,Midlothian,S14000045,S14000045,Midlothian,S12000019,Bonnyrigg,S13003019,,S99999999,,S99999999,Lothian,Midlothian Community Health Partnership,,Scotland,Eskbank - 03,S01010996,Eskbank,S02002063,Midlothian Community Health Partnership,S03000032
S319H,Royal Hospital for Children and Young People, EH16 4TJ,"50 Little France Crescent, Edinburgh, EH16 4TJ",EH16,-3.13789,55.921125,Edinburgh East,Edinburgh South,S14000022,S14000080,City of Edinburgh,S12000036,Liberton/Gilmerton,S13002934,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Craigmillar - 04,S01008704,Craigmillar,S02001627,Edinburgh Community Health Partnership,S03000042
S320H,East Lothian Community Hospital, EH41 3PF,"Alderson Road, Haddington, EH41 3PF",EH41,-2.797763,55.95708,East Lothian,Lothian East,S14000020,S14000096,East Lothian,S12000010,Haddington and Lammermuir,S13002912,,S99999999,,S99999999,Lothian,East Lothian Community Health Partnership,,Scotland,IZ15 - 02,S01008252,IZ15,S02001548,East Lothian Community Health Partnership,S03000031
S321H,Drumbrae House, EH4 7HP,"24A Ardshiel Avenue, Edinburgh, EH4 7HP",EH4,-3.29042,55.951911,Edinburgh West,Edinburgh West,S14000026,S14000082,City of Edinburgh,S12000036,Drum Brae/Gyle,S13002921,,S99999999,,S99999999,Lothian,Edinburgh Community Health Partnership,,Scotland,Clermiston and Drumbrae - 05,S01008952,Clermiston and Drumbrae,S02001675,Edinburgh Community Health Partnership,S03000042
D101H,State Hospital,ML11 8RP,"Carstairs, ML11 8RP",ML11,-3.65132,55.695878,Lanark and Hamilton East,"Dumfriesshire, Clydesdale and Tweeddale",S14000042,S14000074,South Lanarkshire,S12000029,Clydesdale East,S13003097,,S99999999,,S99999999,Lanarkshire,South Lanarkshire Community Health Partnership,,Scotland,"Carstairs, Carstairs Junction and Carnwath - 06",S01012586,"Carstairs, Carstairs Junction and Carnwath",S02002356,South Lanarkshire Community Health Partnership,S03000030
D102H,Golden Jubilee University National Hospital, G81 4DY,"Agamemnon Street, Clydebank, G81 4DY",G81,-4.419987,55.906445,West Dunbartonshire,West Dunbartonshire,S14000059,S14000106,West Dunbartonshire,S12000039,Clydebank Waterfront,S13003127,,S99999999,,S99999999,Greater Glasgow and Clyde,West Dunbartonshire Community Health and Care Partnership,,Scotland,IZ02 - 04,S01013131,IZ02,S02002461,West Dunbartonshire Community Health Partnership,S03000023
R103H,The Balfour, KW15 1NZ,"Foreland Road, Kirkwall, Orkney, KW15 1NZ",KW15,-2.965433,58.973685,Orkney and Shetland,Orkney and Shetland,S14000051,S14000051,Orkney Islands,S12000023,Kirkwall West and Orphir,S13003152,,S99999999,,S99999999,Orkney,Orkney Community Health Partnership,,Scotland,East Mainland - 05,S01011817,East Mainland,S02002215,Orkney Community Health Partnership,S03000036
Z102H,Gilbert Bain Hospital, ZE1 0TB,"Lerwick, Shetland, ZE1 0TB",ZE1,-1.155671,60.151068,Orkney and Shetland,Orkney and Shetland,S14000051,S14000051,Shetland Islands,S12000027,Lerwick South,S13003153,,S99999999,,S99999999,Shetland,Shetland Community Health Partnership,,Scotland,Lerwick North - 01,S01012395,Lerwick North,S02002324,Shetland Community Health Partnership,S03000037
T101H,Ninewells Hospital,DD1 9SY,"Dundee, DD1 9SY",DD1,-2.991415,56.461679,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,West End,S13002547,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Perth Road - 06,S01007694,Perth Road,S02001446,Dundee Community Health Partnership,S03000039
T104H,Kings Cross Hospital, DD3 8EA,"Clepington Road, Dundee, DD3 8EA",DD3,-2.986669,56.477619,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,Coldside,S13002548,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Fairmuir - 03,S01007825,Fairmuir,S02001468,Dundee Community Health Partnership,S03000039
T107H,Royal Victoria Hospital, DD2 1SP,"Jedburgh Road, Dundee, DD2 1SP",DD2,-3.013765,56.462532,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,West End,S13002547,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Westend - 03,S01007684,Westend,S02001445,Dundee Community Health Partnership,S03000039
T113H,Dundee Dental Hospital, DD1 4HR,"2 Park Place, Dundee, DD1 4HR",DD1,-2.979614,56.458557,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,West End,S13002547,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Perth Road - 03,S01007691,Perth Road,S02001446,Dundee Community Health Partnership,S03000039
T115H,Strathmartine Hospital, DD3 0PG,"Strathmartine, Dundee, DD3 0PG",DD3,-3.003609,56.504491,Dundee West,Angus and Perthshire Glens,S14000016,S14000065,Angus,S12000041,Monifieth and Sidlaw,S13002870,,S99999999,,S99999999,Tayside,Angus Community Health Partnership,,Scotland,South Angus - 05,S01007133,South Angus,S02001344,Angus Community Health Partnership,S03000038
T116H,Armitstead Child Development Centre, DD3 8EA,"Kings Cross Hospital, Clepington Road, Dundee, DD3 8EA",DD3,-2.986669,56.477619,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,Coldside,S13002548,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Fairmuir - 03,S01007825,Fairmuir,S02001468,Dundee Community Health Partnership,S03000039
T120H,Hawkhill Day Hospital, DD1 5LB,"Peddie Street, Dundee, DD1 5LB",DD1,-2.993041,56.458189,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,West End,S13002547,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Perth Road - 05,S01007693,Perth Road,S02001446,Dundee Community Health Partnership,S03000039
T121H,Dundonald Centre, DD3 7PY,"Unit 9a Manhattan Works, Dundonald Street, Dundee, DD3 7PY",DD3,-2.962115,56.472251,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,Maryfield,S13002549,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Stobswell - 01,S01007726,Stobswell,S02001452,Dundee Community Health Partnership,S03000039
T122H,Dudhope House (Young Persons Unit), DD3 6HH,"15 Dudhope Terrace, Dundee, DD3 6HH",DD3,-2.989773,56.466077,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,Coldside,S13002548,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Logie and Blackness - 06,S01007700,Logie and Blackness,S02001447,Dundee Community Health Partnership,S03000039
